Id,SalePrice
1461,126813.39360201033
1462,169764.40156245977
1463,186213.85412639892
1464,191140.4358082395
1465,212000.7815485252
1466,172073.8929400742
1467,177908.6064079632
1468,160395.6314355489
1469,204976.00424445048
1470,111823.66871027648
1471,179237.63296154933
1472,98444.84320476791
1473,95140.21676177857
1474,146374.95096755028
1475,111985.79826931888
1476,348867.6435207585
1477,281332.6044615279
1478,306316.8838629252
1479,301454.1132125063
1480,467992.27169536566
1481,330376.3463808941
1482,216619.94566303957
1483,175841.9627621984
1484,164902.00891624996
1485,181582.62883227086
1486,194896.55451332638
1487,324334.41317989444
1488,235615.7959810961
1489,215945.19988120394
1490,250847.91672192607
1491,204931.8148016925
1492,108732.55710447207
1493,190895.94875483355
1494,295286.01402519457
1495,286880.9025705983
1496,243266.3185972371
1497,172198.59304880584
1498,172062.2982620839
1499,148962.0058134268
1500,137978.0238282089
1501,202910.4651442333
1502,128268.66613883153
1503,306084.2480865116
1504,237947.8852082435
1505,227918.96614617528
1506,184218.8097598115
1507,262650.3524540267
1508,196960.38661595015
1509,145632.15029289713
1510,144932.10830819793
1511,160700.48637893517
1512,186625.21553687984
1513,155356.47802933306
1514,174491.41501804534
1515,219090.38154847315
1516,163977.18510748725
1517,179857.00363626238
1518,123571.67781207804
1519,229749.38547774125
1520,131210.7437216672
1521,134902.41741633974
1522,186043.41584973782
1523,105251.68790676538
1524,119546.11833203025
1525,119095.5799445645
1526,119630.55259764614
1527,106203.85035833856
1528,139573.6689552837
1529,149351.5965346354
1530,214960.61161621986
1531,125970.46751278779
1532,108338.97819866706
1533,166385.0395854325
1534,127113.18157870369
1535,163788.15226107882
1536,102532.11168590747
1537,55486.06575517636
1538,157891.21519600227
1539,215372.75310853263
1540,127816.08106407011
1541,134410.7622810495
1542,156371.9953333023
1543,207804.83611202938
1544,90929.87293293606
1545,131413.52943159826
1546,136462.41881431127
1547,147894.0853586765
1548,147572.8906401582
1549,123274.50363979582
1550,142060.38098535175
1551,126999.35517396824
1552,150566.0353392684
1553,153039.0251205936
1554,115928.42822707351
1555,172852.38675062498
1556,62992.301571909804
1557,127248.54024038697
1558,95096.46156609384
1559,57426.258260231465
1560,136017.41856551403
1561,124605.16169991484
1562,119524.83235023776
1563,126200.35882290034
1564,170421.8948785062
1565,137168.31020971434
1566,236774.2388564637
1567,74866.88453535596
1568,232513.29372194596
1569,122212.27744034305
1570,137726.66297293967
1571,94880.26359155634
1572,159002.2853976721
1573,276367.25717449747
1574,136873.10860047257
1575,240648.68287460972
1576,236274.6098671211
1577,175526.772147201
1578,153535.54665684747
1579,150221.73736506933
1580,191084.6870747013
1581,156089.03001777083
1582,132159.3991299267
1583,310334.04667762807
1584,224504.72907682648
1585,142718.7876215903
1586,64393.112617023755
1587,106112.79439302906
1588,156073.4296336146
1589,100049.33465511724
1590,137041.09720216133
1591,92933.22152029956
1592,137130.8883571797
1593,125470.74752935953
1594,148758.4026604835
1595,122156.91860407591
1596,231452.30917175394
1597,195273.4479640969
1598,210745.44160451926
1599,199930.84370872052
1600,187282.55339916935
1601,54165.515614733566
1602,122686.75771794142
1603,29950.622254026122
1604,288140.9432126833
1605,240299.60836228775
1606,163765.63037109375
1607,170224.23852868937
1608,196128.8702400606
1609,202664.55679798825
1610,156342.11678129015
1611,130616.50295865256
1612,178294.63362990925
1613,167707.48335540155
1614,132360.17457684223
1615,85572.98697670782
1616,63315.0976686161
1617,80325.39140887931
1618,123889.16531639174
1619,138562.82028675033
1620,191713.4599228669
1621,132628.50267095352
1622,143929.69700350566
1623,279528.02033909643
1624,214488.3860861212
1625,119946.13643055456
1626,174527.72197009157
1627,188974.99988358887
1628,277117.4436617624
1629,178630.06562060723
1630,388796.44305237243
1631,274487.51367145544
1632,264022.3313633194
1633,175771.36214249395
1634,181067.71168186748
1635,171791.01018113084
1636,138860.95534997014
1637,191882.380597841
1638,183734.64009061828
1639,177005.5462718238
1640,240837.2241162937
1641,181287.86956434837
1642,240639.68388583418
1643,231875.22983143805
1644,226607.0049641421
1645,231762.5536945425
1646,149208.13545094104
1647,147898.62717747968
1648,125795.3155289623
1649,125442.44345121784
1650,110256.12192072812
1651,104224.26447828207
1652,99528.73532775184
1653,100572.9925111183
1654,141556.77901981585
1655,136508.07791319536
1656,143487.17508773552
1657,156804.60569976317
1658,146995.83439536393
1659,131459.6660865578
1660,142693.98996049864
1661,413324.05119478377
1662,384781.8957034997
1663,362551.7909293659
1664,490188.6749797622
1665,291603.48704835214
1666,334140.18955734046
1667,356449.5457883603
1668,327690.19017645344
1669,315591.115217668
1670,339444.65015374916
1671,306531.16435976326
1672,416517.3644650085
1673,314797.5589430877
1674,266539.35106484825
1675,223975.00959431706
1676,228056.4283585092
1677,234240.3203139468
1678,477957.3763807579
1679,381063.1309833843
1680,322552.32117062993
1681,249120.26140540093
1682,328285.0172223961
1683,203295.30594525253
1684,176576.67567621777
1685,175825.96753381705
1686,163548.09543427965
1687,164240.4564079144
1688,184326.33476193575
1689,184139.19712950755
1690,191806.66819134168
1691,176724.94328277558
1692,237651.74835311808
1693,173895.96546310233
1694,177766.83930514893
1695,166537.63766704826
1696,271907.3059657896
1697,176320.12414110499
1698,341387.02959991805
1699,340050.0994681986
1700,274668.305084554
1701,283212.8620623555
1702,237035.8676742236
1703,243307.302428097
1704,285506.96063543996
1705,241391.6879430497
1706,154842.9180189357
1707,222471.256377358
1708,206438.63578988658
1709,256309.7487617219
1710,219713.3847628436
1711,257568.77892438602
1712,272666.6904046796
1713,266917.7477538814
1714,218472.39269106183
1715,205414.3162129824
1716,182666.48753385572
1717,166467.99564037193
1718,142983.8294843631
1719,220926.4960608501
1720,237112.91026009154
1721,175986.79951689718
1722,136253.7192435353
1723,173360.35196530074
1724,221860.59695650265
1725,236192.61916405568
1726,181479.9824030609
1727,137224.72467059642
1728,172546.8678206168
1729,162740.5968196164
1730,162960.2892449014
1731,113142.50254872069
1732,136293.28361238912
1733,121187.11962440051
1734,123057.42856707936
1735,113125.00062349904
1736,103864.09542817716
1737,300581.43797716405
1738,265258.3885014616
1739,264196.20155965677
1740,228897.06718079885
1741,197324.51144059934
1742,177002.34629189642
1743,169487.72729183547
1744,326281.33463911945
1745,231369.53994791256
1746,212873.52157034492
1747,216545.00825919118
1748,229572.24987541884
1749,135672.2734203036
1750,144002.71205124073
1751,227900.7456318671
1752,116680.23702707281
1753,160532.2688521454
1754,193732.1994775543
1755,171404.88194415765
1756,140523.79356802162
1757,115371.08178767329
1758,137362.78213061718
1759,159472.3230244643
1760,160915.75139482645
1761,153685.49727349868
1762,186263.6969871116
1763,166901.93659667065
1764,100892.60528698238
1765,205650.18241569307
1766,199622.28163422644
1767,244075.89752914617
1768,136078.58409719542
1769,162590.61730773468
1770,156429.97857356025
1771,120902.61948733358
1772,142286.83369894465
1773,106817.59420385538
1774,156248.45714241918
1775,145527.4624814475
1776,132376.27377565484
1777,104405.95164982509
1778,155663.28532155277
1779,140924.21247060876
1780,169191.35848604375
1781,122599.68192224856
1782,78925.01543816086
1783,128410.2570760781
1784,92842.76237744186
1785,119663.40239214525
1786,140363.8320936989
1787,163977.3528501978
1788,51864.59094701754
1789,108065.0815443988
1790,62403.55062745372
1791,203813.35890006926
1792,167713.35450043855
1793,120060.55266512185
1794,170433.93397244858
1795,132320.76735802088
1796,131594.2919559707
1797,136501.93094504112
